Ricardo,712,171324,0.63
Baum,970,215070,0.80
Ayoubi,412,199833,0.14
Takagi,863,432357,0.71
Ziskin,515,298685,0.49
Junger,207,359319,0.58
Stemmer,970,73467,0.72
Amandi,860,554323,0.72
Unalyr,631,205332,0.73
Kossowski,304,889701,0.17
Marinova,504,157329,0.01
Klassen,760,824721,0.42
Angel,479,649676,0.63
Roddick,636,897013,0.16
Kesavan,770,428791,0.91
Nassif,731,241800,0.98
Staudinger,425,584830,0.29
Uesaka,913,165593,0.16
Markosian,256,856941,0.51
Bozinovic,207,752756,0.38
Behr,405,12832,0.53
Abb,406,450729,0.33
Melton,603,881841,0.18
Hjalmtysson,808,385811,0.32
Wiegley,907,197488,0.70
Berger,434,893645,0.22
Orozco,763,509951,0.61
Prini,785,684614,0.82
Kleiser,860,166147,0.30
Coney,207,179936,0.24
Mukerji,208,568170,0.49
Trimble,206,702206,0.43
Cullingford,907,479478,0.25
Twidale,801,965943,0.93
Dahl,302,583648,0.64
Frederiksen,907,666837,0.87
Tolva,517,244024,0.44
Kalkbrener,401,429896,0.41
Seredynski,928,506759,0.97
Biro,802,329157,0.92
Berdichevsky,302,569018,0.42
Kontos,502,584622,0.53
Muniz,603,809208,0.92
Hladik,940,994365,0.71
Thomasset,208,642556,0.34
Christmansson,202,318097,0.26
Philips,931,345821,0.82
Tamches,206,325335,0.76
Klerer,208,993725,0.21
Khoury,515,591403,0.22
Osoba,307,663667,0.96
Czapiewski,757,967662,0.50
Sendrier,605,510343,0.20
Nergos,253,145838,0.38
Masand,505,832997,0.45
Haraguchi,207,774357,0.16
Preishuber,413,314845,0.80
Orsini,702,325129,0.68
Rostami,262,716683,0.89
Gewali,541,547306,0.53
Leivant,603,366411,0.90
Parnas,207,983954,0.40
Derthick,775,708679,0.90
Matsubara,435,655633,0.22
Jindal,229,853904,0.52
Bonifati,870,265862,0.32
Krackhardt,641,917508,0.94
Meekings,318,983429,0.66
Biros,307,615794,0.59
Kouzes,501,181172,0.00
Krull,307,582930,0.79
Halverson,769,334545,0.96
Falck,406,671975,0.43
Reinitzer,262,418497,0.19
Haslam,402,69033,0.91
Hassin,218,793188,0.72
Alfonsin,414,170147,0.43
Kinsner,551,305676,0.34
Balcom,302,212801,0.47
Tanzariello,636,955594,0.37
Berezin,505,187979,0.75
Goft,270,600890,0.24
Feast,802,755346,0.62
Chitil,808,713599,0.92
Bergamini,860,457404,0.57
Sendrier,206,694165,0.46
Hallet,314,400950,0.88
Caudill,603,597094,0.24
Serpell,773,48705,0.89
Uppaluru,580,923606,0.54
Cusack,412,553889,0.08
Bohlen,402,722400,0.49
Nuutila,541,356312,0.89
Bradac,402,659274,0.02
Clemmensen,217,927553,0.56
Backus,843,253760,0.68
Baya,605,920232,0.10
Carchiolo,504,871768,0.33
Vanwelkenhuysen,207,227134,0.91
Bekakos,307,21922,0.34
Relihan,207,450569,0.19
Gurla,812,803945,0.04
Schach,256,150680,0.02
Kuninobu,843,556131,0.94
Khodabandeh,802,297207,0.10
Welham,775,858153,0.65
Dyckhoff,660,880609,0.87
Goering,571,718963,0.36
Katz,505,129501,0.04
Marazakis,228,111347,0.88
Pagter,801,148767,0.24
Leinwand,615,742031,0.72
Gyseghem,520,76419,0.89
Mattern,574,595410,0.82
Brunn,443,800967,0.95
Rostami,612,865875,0.78
Oomachi,351,474460,0.64
Clough,406,657194,0.13
Schonhut,317,509728,0.29
Moshkov,731,80308,0.21
Daijavad,320,974006,0.26
Basart,970,70718,0.41
Villalba,301,230266,0.57
Hosaka,435,731859,0.38
Banach,973,300934,0.26
Brendel,913,915794,0.31
Rieu,334,626898,0.72
Chengzheng,719,402805,0.36
Haasis,973,174040,0.58
Yurov,202,688761,0.19
Gerbig,919,282316,0.23
Bisseret,202,406040,0.67
Sury,870,313368,0.67
Rist,479,629554,0.02
Macgregor,580,516373,0.89
Kontos,301,156967,0.87
Pollermann,678,998792,0.97
Rohrbach,615,652276,0.68
Homeier,802,84187,0.52
Quittner,801,461910,0.74
Brunn,401,84871,0.45
Arditi,678,960081,0.08
Ohmoto,347,17970,0.01
Zadeh,256,984016,0.78
Tuminaro,281,867202,0.16
Fayyad,406,794303,0.57
Birchall,763,765198,0.25
Hongyuan,240,684053,0.52
Crosby,603,74113,0.46
Poigne,678,214842,0.86
Cavendish,802,862047,0.79
Slobodova,503,368106,0.35
Bodor,928,352665,0.26
Prevel,516,818061,0.70
Abayan,785,440916,0.86
Schach,828,564400,0.95
Louis,701,10930,0.98
McDonald,270,84217,0.05
Shippy,435,881271,0.81
Rick,605,951326,0.04
Sinclair,413,148092,0.67
Jezek,720,564149,0.59
Trelles,601,638890,0.03
Wattum,928,585298,0.13
Keng,651,780859,0.78
Wilm,307,124187,0.62
Wick,641,842181,0.59
Tomic,207,499337,0.75
Kavasseri,260,295092,0.81
Schmiedel,508,774124,0.90
Gnutzmann,859,844500,0.25
Lugannani,781,593912,0.95
Daya,225,160507,0.94
Dempsey,435,484722,0.48
Govers,406,509880,0.40
Bromley,414,721403,0.59
Luft,308,761635,0.37
Kalyanakrishnan,303,74572,0.55
Erbe,505,93793,0.68
Haraguchi,304,484082,0.24
Krishnaswamy,740,532809,0.86
Normoyle,802,242832,0.18
Chappelet,714,984750,0.20
Lunbeck,808,799219,0.85
Alameldin,260,606405,0.55
Goes,207,626833,0.55
Belkhatir,301,8491,0.05
Colignon,219,720802,0.77
Basili,251,198838,0.99
Gente,304,548424,0.54
Kappner,410,979948,0.67
Stafford,414,907109,0.95
Phalke,573,680945,0.76
Luesebrink,224,93591,0.69
Sebastio,423,532115,0.81
Syed,951,127420,0.16
Ballinger,978,69839,0.40
Selvestrel,763,290289,0.57
Fastenbauer,939,723491,0.97
Benoit,505,662774,0.00
Wasano,520,854936,0.38
Simec,956,42462,0.78
Bouabdallah,479,167687,0.61
Vines,302,759941,0.63
Daskalopulu,907,577879,0.53
Duwairi,509,233699,0.06
Onaga,209,322732,0.46
Kolinko,814,5883,0.46
Layer,802,558339,0.39
Olken,303,213383,0.90
Kalashnikov,308,846782,0.51
Markosian,802,635349,0.62
Grieszl,603,873359,0.61
Lapez,302,475320,0.19
Strehlo,401,549899,0.29
Berger,802,161917,0.34
Saoudi,907,68247,0.79
Winzen,931,849364,0.82
Zoller,302,69369,0.80
Broscius,480,759702,0.55
Eizirik,757,345392,0.10
Meusel,608,438669,0.62
Steffan,727,103726,0.02
Bocquet,904,971256,0.85
Estier,980,421203,0.35
Crotty,479,442796,0.29
Gierl,360,716099,0.25
Wilhelm,201,660995,0.74
Shinomoto,225,971054,0.30
Nola,804,413119,0.57
Putfarken,606,981740,0.73
Prunet,401,258584,0.82
Narinani,828,124239,0.47
Nassif,920,155606,0.59
Leemis,435,739505,0.04
Emiris,262,629866,0.90
Bustard,307,644534,0.18
Mascha,580,634031,0.21
Bias,478,832713,0.19
Samadani,507,4155,0.92
Muniz,802,491326,0.63
Wesley,608,464506,0.33
Redmill,561,390433,0.87
Auton,202,428267,0.06
Keronen,406,798255,0.27
Grunberger,412,625407,0.76
Solovay,508,7664,0.35
Tsukune,712,734259,0.88
Bays,303,277739,0.38
Zajak,440,465444,0.89
Bidulock,605,448573,0.22
Gurzhiv,901,412728,0.47
Randt,414,826427,0.87
Wyrostek,864,687123,0.47
Abrantes,401,616439,0.51
Ghelli,917,33154,0.72
Bencher,971,14910,0.93
Nerode,405,697664,0.56
Scutella,606,187319,0.41
Pineo,971,654227,0.90
Kadur,763,928310,0.58
Alameldin,913,312529,0.71
Calkins,808,87453,0.66
Khasidashvili,801,805980,0.82
Biolsi,605,10998,0.69
Oppenheim,925,854623,0.88
Desbois,973,466893,0.41
Queinnec,980,738003,0.99
Khair,603,354676,0.92
Pfefferer,304,798626,0.03
Gerth,401,154125,0.54
Nieuwejaar,484,674729,0.92
Basu,256,429359,0.60
Leivent,308,504882,0.01
Kruskal,202,102405,0.68
Eaglestone,218,913952,0.51
Bodla,606,446405,0.48
Obaidat,808,41839,0.02
Sugimura,503,527578,0.47
Schoder,712,491777,0.17
Klette,701,554844,0.67
Carlsson,787,782538,0.62
McKeague,770,30640,0.29
Dal,907,3890,0.11
Encarnacion,860,133427,0.33
Ballarin,605,24102,0.42
Klingspor,308,941955,0.97
Lonchamp,712,819118,0.34
Schena,307,495885,0.64
Melvin,864,582815,0.89
Berztiss,901,821482,0.65
Tawfik,512,876631,0.76
Klette,240,906561,0.08
Tsiligaridis,616,390835,0.95
Sallet,401,249648,0.41
Murao,208,404718,0.62
Leitman,208,174249,0.46
Hammami,719,728583,0.81
Noah,412,144599,0.64
Gautschi,913,952235,0.31
Ovrutcki,801,375981,0.42
Parker,307,468744,0.67
Bratten,769,783282,0.32
Zaroliagis,307,309232,0.75
Baranowski,920,858291,0.12
Bird,440,813242,0.20
Hasenauer,202,86630,0.08
Eisenstadt,417,32671,0.45
Padiou,619,518893,0.97
Alhajj,401,938071,0.68
Mittal,907,251590,0.15
Mikus,505,780371,0.33
Socorro,312,405000,0.17
Miczo,765,652437,0.02
Gramp,775,253840,0.23
Ventsov,812,889267,0.36
Casey,662,191156,0.86
Niblett,928,558674,0.50
Stroup,303,55888,0.35
Mekaouche,601,181802,0.45
Cam,304,359197,0.36
Otillio,804,839381,0.24
Tsujishita,787,861784,0.02
Crossley,401,213180,0.34
Cheiney,808,470701,0.43
Jaakkola,662,153202,0.07
Berild,802,298978,0.30
Schiex,603,871227,0.69
Baransel,360,11651,0.86
Gazdar,731,821912,0.04
McDermott,567,472332,0.16
Gosling,501,92511,0.15
Vaudenay,918,844349,0.52
Post,802,768046,0.88
Thollembeck,802,666101,0.47
Scheidler,810,745467,0.23
Devroye,207,257382,0.68
Orlando,208,837088,0.25
Evens,406,352321,0.05
Flatley,712,648980,0.54
Petrovic,801,228164,0.95
Eaglestone,248,190208,0.52
Kolinko,606,306414,0.71
Scedorov,712,640276,0.78
Broeg,907,464456,0.30
Poulsen,207,488272,0.15
Scheer,479,633049,0.32
Blumann,207,364453,0.99
Shanblatt,612,95963,0.69
Ziarko,406,77924,0.06
Olveszky,641,177241,0.75
McAffer,828,510561,0.78
Bozinovic,702,772169,0.70
Leishman,304,3885,0.65
Munawer,605,804158,0.45
Styles,802,161389,0.91
Petry,505,71573,0.11
Orozco,215,622233,0.63
Bourassa,831,557359,0.64
Trefftzs,505,400173,0.18
Mellouli,636,610786,0.62
Rachel,320,210847,0.48
Terenzi,775,582503,0.55
Tomic,602,531738,0.86
Schervish,813,897729,0.22
Iorio,251,608159,0.62
Blomer,985,333075,0.30
Reps,304,830520,0.58
Berbert,907,709539,0.37
Sawyers,865,108078,0.49
Bub,802,231633,0.59
Nassif,405,588204,0.49
Birke,602,132581,0.24
Eichenberger,623,929336,0.73
Mezei,970,193103,0.93
Nordemann,302,13490,0.81
Vollamr,731,662331,0.11
Feulner,802,863366,0.68
Bryan,765,20422,0.74
Stessman,570,494196,0.13
Bae,409,591426,0.68
Glanzel,216,799783,0.08
Ritondale,810,460314,0.18
Murillo,602,135423,0.74
Kreveld,231,632047,0.30
Sadowsky,207,715572,0.31
Vignollet,603,232024,0.29
Raupp,641,197207,0.24
Koutny,860,26325,0.12
Gruenberg,614,643317,0.53
Shewchuk,414,632147,0.16
Beeferman,802,362482,0.03
Venugopal,703,719199,0.95
Skurczynski,207,669415,0.60
Schoder,808,500260,0.88
Snedden,435,462409,0.67
Ezer,318,468819,0.51
Uhrik,915,840423,0.98
Hancart,787,941574,0.09
Goffin,208,588306,0.62
Zechner,228,389191,1.00
Nguifo,603,178481,0.33
Peltason,907,967122,0.97
Clo,203,383379,0.54
Brakmo,843,278059,0.86
Woch,978,62474,0.48
Jarwala,308,903205,0.53
Gilmore,727,733080,0.14
Rohaly,334,857531,0.52
Koshiba,503,426820,0.73
Vahdat,907,665811,0.83
Diener,812,377101,0.44
Mozdzynski,202,709959,0.75
Roussou,212,811816,0.64
Svjatnyi,605,370190,0.43
Liddle,303,433775,0.90
Conta,571,146728,0.11
Poesio,503,490230,0.69
Morillo,605,80736,0.70
Sichman,760,725733,0.24
Mussi,757,836810,0.69
Karasan,808,84176,0.51
Collinot,682,549642,0.86
Beydoun,317,890420,0.95
Hopcroft,720,645465,0.57
Sahulka,828,304510,0.59
Asperti,580,81408,0.30
Rilling,307,112919,0.95
Rissland,479,947665,0.80
Middleburg,985,542803,0.98
Halgason,878,385547,0.61
Harllee,309,669877,0.59
Dybjer,253,284078,0.81
Deussen,724,473333,0.29
Mitchusson,843,217729,0.64
Devgan,407,539892,0.18
Vendrig,775,708724,0.24
Worley,302,358978,0.28
Ciarlo,505,863083,0.90
Koponen,603,716082,0.19
Mascle,318,372260,0.54
Magnusson,419,335510,0.32
Vural,603,760252,0.36
Desmedt,410,881564,0.23
Hofstetter,302,569989,0.49
Rahier,724,545329,0.97
Wongsaroje,773,123891,0.60
Hatakka,207,545119,0.11
Ciardo,208,229459,0.91
Seggelke,202,538815,0.28
Kate,769,557205,0.37
Lobelle,202,547908,0.55
Weinbaum,716,555150,0.55
Dondis,843,474232,0.19
Clary,251,976656,0.99
Vesna,307,115488,0.80
Nishizaki,307,309802,0.54
Brazile,386,476718,0.07
Khouja,605,431671,0.36
Bax,787,178673,0.14
Wolniewicz,573,586774,0.13
Schrodl,617,183790,0.81
Scutella,302,312541,0.09
Mayrand,410,475469,0.35
Haarhoff,601,925491,0.32
Subhlok,401,447301,0.35
Swenker,207,669146,0.16
Mikhajlov,602,674107,0.48
Seguel,253,833691,0.92
Varley,864,530988,0.59
Orejas,256,251999,0.63
Kulasinghe,228,167212,0.44
Goor,406,771476,0.06
Englert,603,551880,0.13
Dowden,857,132031,0.26
Labisch,225,398540,0.17
Cordy,320,790040,0.50
Marandzjan,704,870032,0.72
Frisch,775,331459,0.84
Szmurlo,618,206778,0.54
DHooge,401,481994,0.88
Nisonger,939,85274,0.38
Reedy,304,848944,0.12
Carrive,971,813919,0.61
Leite,434,618175,0.32
Heiserman,630,505464,0.14
Scheen,207,748705,0.55
Stickel,847,899043,0.81
Gomi,801,611246,0.28
Andronikos,810,461316,0.71
Dumitrescu,401,254787,0.55
Pawlikowski,971,268290,0.10
Kakkar,918,161662,0.94
Kitano,787,372420,0.98
Koppel,360,208122,0.05
Clamen,734,592005,0.15
Sendrier,989,639859,0.83
Genther,774,206319,0.07
Pinheiro,308,628119,0.82
Dunkel,508,457109,0.70
Salehi,501,646525,0.98
Hebisch,240,428373,0.19
Weerasinghe,918,952124,0.35
Hutter,406,273586,0.41
Eickermann,337,251493,0.55
Gilg,425,141797,0.90
Bauknecht,225,844053,0.36
Reina,405,385674,0.09
Maffray,307,221916,0.90
Hoepman,425,773073,0.79
Fujinami,775,186363,0.73
Bruin,808,550508,0.22
Fierens,907,991722,0.38
Bandoh,203,114708,0.54
Rajcani,253,357487,0.83
Dendrinos,406,8931,0.52
Roullet,228,598200,0.39
Kirkman,859,489437,0.50
Eigler,605,322744,0.77
Losee,606,542759,0.16
Kodera,208,558851,0.42
Tolva,419,525836,0.29
DAmbra,402,100195,0.51
Futtersack,302,368375,0.17
Bies,802,955685,0.74
Collavizza,701,838113,0.78
Zwarico,804,420317,0.58
Dietl,307,320587,0.81
Newstetter,518,423242,0.02
Eastaughffe,302,950269,0.14
Fierens,208,688439,0.26
Thenmozhi,401,563246,0.42
Heyker,787,735412,0.78
McJones,252,64200,0.89
Sauder,919,35837,0.26
Szelepcsenyi,505,975664,0.70
Nalumasu,505,627379,0.33
Presttun,608,987258,0.07
Faour,308,270844,0.47
Kyrimis,304,542721,0.21
Mulkers,502,39150,0.52
Estlin,302,109566,0.42
Meitner,423,208663,0.76
Vassalos,603,248993,0.57
Grana,612,233614,0.73
Magnusson,608,169785,0.95
Gadbois,360,590413,0.21
Gurzi,650,909179,0.47
Phiphobmongkol,848,488085,0.91
Atarashi,202,159473,0.52
Marathe,939,765459,0.19
Spell,435,311962,0.43
Brooke,208,555907,0.84
Goldschmidt,803,166033,0.78
Skansholm,757,735760,0.54
Mittelstras,507,519612,0.60
Kasahara,202,614760,0.18
Parameswaran,207,192850,0.72
Oberhauser,337,735106,0.49
Aucsmith,262,650250,0.50
Capps,810,402579,0.16
Kayser,307,782332,0.64
Suermann,505,217331,0.77
Schiettecatte,301,940145,0.02
Brodie,573,825886,0.57
Strzalkowski,802,499985,0.89
Bennet,850,270496,0.09
Bist,734,876370,0.70
Basili,217,994908,0.85
Manara,870,884691,0.05
Budzinski,541,684399,0.66
Korbar,304,778333,0.58
Ulfberg,315,406184,0.29
Dravida,860,486565,0.79
Kamiya,616,315475,0.55
Leazer,832,557829,0.44
Hoogendoorn,406,655315,0.32
Prior,714,708309,0.60
Bittner,402,224903,0.95
Michailidis,503,184852,0.03
Puppo,814,968050,0.35
Delgrande,801,945346,0.75
Brochard,505,535276,0.72
Sokolin,317,4199,0.44
Rotteler,814,611722,0.50
Ruohonen,208,372897,0.80
Ronkainen,219,289288,0.79
Bael,704,896956,0.71
Kroll,678,515681,0.16
Tsukune,708,341410,0.31
Ercolani,520,793828,0.90
Wurman,207,256302,0.86
Felderman,541,789035,0.54
Alderson,775,372087,0.76
Rekhter,203,240585,0.64
Meriste,430,436363,0.67
Guck,847,336277,0.37
Elustondo,308,848893,0.55
Donati,402,774943,0.72
Rinn,315,997508,0.42
Scholten,909,507642,0.40
Galesi,808,188924,0.87
Ludascher,503,64939,0.75
Shumilov,787,259084,0.94
Haasis,920,855656,0.32
Renner,971,218513,0.87
Smahi,401,215275,0.19
Parveen,302,576580,0.07
Desautels,202,46933,0.61
Upadhyaya,505,763764,0.32
Cusworth,402,346264,0.64
Ilie,724,777114,0.84
Falin,862,43243,0.12
Gnutzmann,302,76763,0.14
Blackall,201,316288,0.30
Eyres,207,814329,0.86
Brune,769,575606,0.51
Viola,401,443590,0.11
Imbert,603,966023,0.70
Langtangen,620,166563,0.41
Hebalkar,505,847726,0.27
Benveniste,769,157597,0.79
Coyle,505,257857,0.74
Meiming,208,297763,0.77
Sherertz,907,999853,0.41
Fiebach,606,83388,0.27
Rozin,276,435508,0.12
Sabelli,401,397671,0.66
Magliveras,479,178295,0.67
Winkels,435,753175,0.78
Elkadi,660,628087,0.15
Rauen,307,772467,0.89
Rauch,603,763177,0.90
Shrivastava,870,260992,0.31
Dorchak,309,904171,0.02
Micheaux,939,347959,0.71
Bednarek,206,279112,0.21
Takesue,405,350734,0.87
Osisek,772,743963,0.27
Uejio,302,568842,0.64
Wotawa,301,44912,0.46
Wellman,651,363233,0.58
Streng,605,276221,0.18
Alfaro,704,85432,0.27
Birattari,701,859293,0.74
Villani,907,126665,0.72
Bresenham,208,613196,0.54
Abell,907,212158,0.31
Ezeiza,786,429217,0.98
Schuschel,803,405197,0.49
Czarnecki,202,698439,0.09
Schurfeld,712,697758,0.51
Iwayama,501,11626,0.24
Gaborit,301,841231,0.18
Peck,864,651667,0.63
Dileva,801,566421,0.44
Adusumilli,260,239607,0.12
Stieger,910,890581,0.33
Koutnik,308,6257,0.47
Koshino,484,137330,0.24
Stoklosa,757,603039,0.50
Rusterholz,816,914155,0.86
Asuru,580,498405,0.25
Kuvayev,928,435273,0.67
Figueira,401,369927,0.18
Mainberger,816,945261,0.44
Benanav,541,553579,0.19
Lisonek,802,461581,0.50
Khang,318,142182,0.97
Ulery,586,336169,0.84
Cairo,216,943007,0.02
Aba,901,919619,0.72
Cunliffe,203,289791,0.44
Otillio,503,215593,0.23
Guaiana,308,59825,0.85
McCormick,205,379994,0.52
Harllee,803,725090,0.10
Grafe,402,514135,0.31
Kinsner,937,45322,0.90
Policriti,787,698337,0.26
Zartmann,505,52071,0.06
Marakhovsky,219,916994,0.63
Ratnaker,617,790279,0.59
Fouks,503,117145,0.29
Carrick,740,699121,0.82
Jouppi,504,541125,0.31
Veljan,719,985879,0.72
Albuquerque,701,689712,0.18
Guenter,928,733603,0.90
Fussichen,712,177743,0.17
Gersonde,985,732411,0.64
Golovchinsky,304,695127,0.78
Mahafzah,785,546858,0.22
Duwairi,339,645510,0.86
Walston,660,36195,0.74
Grbic,952,129587,0.05
Yagi,605,541294,0.23
Pearson,304,464845,0.74
Purday,947,343208,0.52
Velasco,504,947703,0.62
Haban,208,764126,0.23
Rice,701,714733,0.90
Prahl,267,661107,0.15
Reipa,989,184411,0.24
Rubia,856,848862,0.45
Abawajy,402,542616,0.93
Malara,303,640240,0.92
Messabih,231,475373,0.56
Clares,240,378968,0.25
Nagafuji,304,767249,0.65
Tetongnon,731,754487,0.96
Poulter,864,474701,0.26
Prini,240,914597,0.80
Pasztor,405,752816,0.47
Blue,787,878400,0.67
Narwekar,803,586943,0.93
Karcich,734,551519,0.62
Magenheimer,208,593418,0.16
Salman,317,673161,0.88
Fontaine,228,619808,0.41
Rosenberg,252,486093,0.71
Simula,570,940726,0.06
Polster,605,867215,0.00
Eaglestone,208,150275,0.51
Gimbel,315,800626,0.73
Koester,352,995442,0.49
Czech,434,57838,0.07
Roantree,603,832285,0.27
Maccabe,620,517562,0.99
Tekampe,847,731885,0.47
Donato,985,983838,0.28
Wolf,302,430500,0.30
Gerschenfeld,843,919946,0.01
Grab,423,962278,0.64
Aboutabl,435,897938,0.85
Schulman,920,291966,0.46
Zadeh,425,292715,0.18
Schaaf,860,860218,0.59
Schmiedel,786,143095,0.95
Haudot,602,694685,0.62
Lavva,919,11162,0.32
Greenaway,980,360003,0.71
Drakopoulos,907,930191,0.12
Svjatnyi,802,541936,0.09
Mihoubi,623,891511,0.25
Constantine,912,507236,0.44
Stenstrom,608,601456,0.01
Fairtlough,787,39932,0.21
Reith,803,73681,0.31
Wavish,551,91306,0.14
Apperley,207,511525,0.88
Ciorba,417,987218,0.49
Davy,907,657938,0.77
Burnhill,401,355861,0.12
Dumer,308,790824,0.72
Rhee,787,157665,0.46
Cosar,406,966292,0.40
Brookman,307,310397,0.58
